text,labels
No.  have plans already. on Saturday,"[0, 1, 0, 0, 1]"
"Sorry, I have plans already. grab coffee","[0, 1, 0, 0, 1]"
Would you want to go ice skating the theme park on Saturday?,"[1, 1, 1, 1, 0]"
Let's see a movie my place?,"[1, 1, 0, 1, 0]"
Let's go somewhere the train station on Friday?,"[1, 1, 1, 1, 0]"
Do you want to go swimming my place?,"[1, 1, 0, 1, 0]"
Let's grab lunch the zoo tomorrow?,"[1, 1, 1, 1, 0]"
Let's go to a party on Friday?,"[1, 1, 1, 0, 0]"
Do you want to go somewhere on Friday?,"[1, 1, 1, 0, 0]"
Do you want to go surfing the Italian restaurant today?,"[1, 1, 1, 1, 0]"
Would you want to go surfing school?,"[1, 1, 0, 1, 0]"
Do you want to go rafting a club?,"[1, 1, 0, 1, 0]"
Do you want to grab lunch the Japanese place on Saturday?,"[1, 1, 1, 1, 0]"
Do you want to watch a movie the mall?,"[1, 1, 0, 1, 0]"
Would you want to go surfing tomorrow?,"[1, 1, 1, 0, 0]"
Would you want to hang out the zoo?,"[1, 1, 0, 1, 0]"
Do you want to go to a party Xinyi?,"[1, 1, 0, 1, 0]"
Would you want to go to a party school on Saturday?,"[1, 1, 1, 1, 0]"
Nah  have plans already. on Monday,"[0, 1, 0, 0, 1]"
Do you want to grab lunch a bar?,"[1, 1, 0, 1, 0]"
Where? the Italian restaurant?,"[0, 0, 0, 1, 0]"
Would you want to see a movie on Monday?,"[1, 1, 1, 0, 0]"
Would you want to see a concert on Tuesday?,"[1, 1, 1, 0, 0]"
Do you want to see a game your place?,"[1, 1, 0, 1, 0]"
"No..., I'll be out of town. see a play","[0, 1, 0, 0, 1]"
Do you want to bake the theme park?,"[1, 1, 0, 1, 0]"
Would you want to see a game school on Tuesday?,"[1, 1, 1, 1, 0]"
Let's go rafting on Saturday?,"[1, 1, 1, 0, 0]"
Would you want to go surfing a coffee shop tomorrow?,"[1, 1, 1, 1, 0]"
Let's catch up your place?,"[1, 1, 0, 1, 0]"
Do you want to do something my place on Thursday?,"[1, 1, 1, 1, 0]"
Would you want to go surfing a coffee shop?,"[1, 1, 0, 1, 0]"
Let's go swimming your place?,"[1, 1, 0, 1, 0]"
Do you want to see a game a bar on Tuesday?,"[1, 1, 1, 1, 0]"
Would you want to go rafting on Friday?,"[1, 1, 1, 0, 0]"
Would you want to go somewhere my place?,"[1, 1, 0, 1, 0]"
Do you want to go rafting the train station on Tuesday?,"[1, 1, 1, 1, 0]"
"No..., I'm busy... grab coffee","[0, 1, 0, 0, 1]"
Nah 'm busy... go somewhere,"[0, 1, 0, 0, 1]"
Let's grab lunch your place?,"[1, 1, 0, 1, 0]"
Let's go to a party the theme park?,"[1, 1, 0, 1, 0]"
Would you want to see a play your place on Wednesday?,"[1, 1, 1, 1, 0]"
Let's go swimming the train station on Thursday?,"[1, 1, 1, 1, 0]"
"Sorry, I'm busy... hang out","[0, 1, 0, 0, 1]"
Do you want to grab lunch my place on Saturday?,"[1, 1, 1, 1, 0]"
Let's bake train station?,"[1, 1, 0, 1, 0]"
Do you want to do something your place?,"[1, 1, 0, 1, 0]"
No. 'm busy... on Saturday,"[0, 1, 0, 0, 1]"
Do you want to hang out the Japanese place tomorrow?,"[1, 1, 1, 1, 0]"
Would you want to watch a movie the Italian restaurant on Saturday?,"[1, 1, 1, 1, 0]"
No. 'll be out of town. on Friday,"[0, 1, 0, 0, 1]"
Do you want to watch a movie on Thursday?,"[1, 1, 1, 0, 0]"
Would you want to go somewhere the Japanese place tomorrow?,"[1, 1, 1, 1, 0]"
Let's watch a movie the Japanese place on Thursday?,"[1, 1, 1, 1, 0]"
Let's watch a movie on Tuesday?,"[1, 1, 1, 0, 0]"
Do you want to see a play a coffee shop?,"[1, 1, 0, 1, 0]"
Would you want to go bowling Daan Park on Thursday?,"[1, 1, 1, 1, 0]"
Do you want to catch up on Thursday?,"[1, 1, 1, 0, 0]"
Do you want to do something the mall tomorrow?,"[1, 1, 1, 1, 0]"
Would you want to go rafting the zoo?,"[1, 1, 0, 1, 0]"
Let's grab lunch the zoo?,"[1, 1, 0, 1, 0]"
Would you want to hang out on Saturday?,"[1, 1, 1, 0, 0]"
"Sorry, I'll be out of town. go somewhere","[0, 1, 0, 0, 1]"
Do you want to do something school tomorrow?,"[1, 1, 1, 1, 0]"
Let's go rafting a club tomorrow?,"[1, 1, 1, 1, 0]"
Let's go somewhere the theme park?,"[1, 1, 0, 1, 0]"
Let's hang out train station tomorrow?,"[1, 1, 1, 1, 0]"
Would you want to go to a party your place?,"[1, 1, 0, 1, 0]"
"No..., I'll be out of town. on Friday","[0, 1, 0, 0, 1]"
Do you want to bake the Italian restaurant?,"[1, 1, 0, 1, 0]"
No. 'm busy... on Wednesday,"[0, 1, 0, 0, 1]"
Let's watch a movie on Sunday?,"[1, 1, 1, 0, 0]"
Do you want to bake Daan Park?,"[1, 1, 0, 1, 0]"
Do you want to see a game on Sunday?,"[1, 1, 1, 0, 0]"
Would you want to go swimming Daan Park?,"[1, 1, 0, 1, 0]"
Let's see a game on Tuesday?,"[1, 1, 1, 0, 0]"
Would you want to see a play on Sunday?,"[1, 1, 1, 0, 0]"
Would you want to go to a party a club today?,"[1, 1, 1, 1, 0]"
Would you want to go somewhere the theme park?,"[1, 1, 0, 1, 0]"
Do you want to see a play the train station on Wednesday?,"[1, 1, 1, 1, 0]"
Let's catch up a club?,"[1, 1, 0, 1, 0]"
Let's hang out the zoo on Thursday?,"[1, 1, 1, 1, 0]"
Sorry. 'll be out of town. watch a movie,"[0, 1, 0, 0, 1]"
Would you want to go rafting the theme park on Saturday?,"[1, 1, 1, 1, 0]"
Do you want to see a concert on Friday?,"[1, 1, 1, 0, 0]"
Would you want to go swimming the mall?,"[1, 1, 0, 1, 0]"
Would you want to grab lunch the Japanese place on Monday?,"[1, 1, 1, 1, 0]"
Let's go rafting school?,"[1, 1, 0, 1, 0]"
Nah 'm busy... see a game,"[0, 1, 0, 0, 1]"
Nah 'll be out of town. on Monday,"[0, 1, 0, 0, 1]"
Would you want to grab coffee the train station on Sunday?,"[1, 1, 1, 1, 0]"
Sorry. 'm busy... today,"[0, 1, 0, 0, 1]"
Let's grab coffee tomorrow?,"[1, 1, 1, 0, 0]"
Do you want to hang out the theme park?,"[1, 1, 0, 1, 0]"
Nah 'll be out of town. see a movie,"[0, 1, 0, 0, 1]"
"No..., I'll be out of town. on Tuesday","[0, 1, 0, 0, 1]"
Do you want to see a concert the train station?,"[1, 1, 0, 1, 0]"
Nah 'll be out of town. bake,"[0, 1, 0, 0, 1]"
Would you want to grab lunch the mall on Monday?,"[1, 1, 1, 1, 0]"
Would you want to watch a movie the train station tomorrow?,"[1, 1, 1, 1, 0]"
Let's see a movie school?,"[1, 1, 0, 1, 0]"
Let's see a concert train station?,"[1, 1, 0, 1, 0]"
Would you want to catch up a club on Tuesday?,"[1, 1, 1, 1, 0]"
Let's catch up the train station?,"[1, 1, 0, 1, 0]"
Let's go bowling school?,"[1, 1, 0, 1, 0]"
Do you want to go somewhere a club?,"[1, 1, 0, 1, 0]"
Would you want to watch a movie train station tomorrow?,"[1, 1, 1, 1, 0]"
Let's catch up on Thursday?,"[1, 1, 1, 0, 0]"
"No..., I'm busy... on Saturday","[0, 1, 0, 0, 1]"
Do you want to go bowling a club on Monday?,"[1, 1, 1, 1, 0]"
Do you want to catch up the mall on Monday?,"[1, 1, 1, 1, 0]"
Would you want to watch a movie a bar?,"[1, 1, 0, 1, 0]"
Let's see a game the zoo?,"[1, 1, 0, 1, 0]"
"No..., I'm busy... grab lunch","[0, 1, 0, 0, 1]"
Do you want to bake a coffee shop on Thursday?,"[1, 1, 1, 1, 0]"
Nah  have plans already. see a play,"[0, 1, 0, 0, 1]"
Let's watch a movie on Monday?,"[1, 1, 1, 0, 0]"
Would you want to see a play train station on Friday?,"[1, 1, 1, 1, 0]"
"No..., I'll be out of town. go ice skating","[0, 1, 0, 0, 1]"
Would you want to grab coffee your place?,"[1, 1, 0, 1, 0]"
Would you want to grab lunch Xinyi on Monday?,"[1, 1, 1, 1, 0]"
Would you want to see a play your place on Friday?,"[1, 1, 1, 1, 0]"
Let's see a movie my place on Wednesday?,"[1, 1, 1, 1, 0]"
Let's go rafting today?,"[1, 1, 1, 0, 0]"
Let's go bowling the train station tomorrow?,"[1, 1, 1, 1, 0]"
Do you want to go surfing Daan Park?,"[1, 1, 0, 1, 0]"
Let's go ice skating the zoo on Friday?,"[1, 1, 1, 1, 0]"
Let's grab coffee on Tuesday?,"[1, 1, 1, 0, 0]"
Do you want to go swimming Daan Park on Monday?,"[1, 1, 1, 1, 0]"
Let's see a concert on Friday?,"[1, 1, 1, 0, 0]"
Where should we go? the Japanese place?,"[0, 0, 0, 1, 0]"
No. 'm busy... go rafting,"[0, 1, 0, 0, 1]"
Would you want to watch a movie the mall?,"[1, 1, 0, 1, 0]"
Would you want to grab coffee train station on Wednesday?,"[1, 1, 1, 1, 0]"
Let's grab coffee train station?,"[1, 1, 0, 1, 0]"
Would you want to go ice skating the zoo on Sunday?,"[1, 1, 1, 1, 0]"
Would you want to go somewhere the zoo on Thursday?,"[1, 1, 1, 1, 0]"
Would you want to go swimming train station today?,"[1, 1, 1, 1, 0]"
Do you want to see a movie Xinyi?,"[1, 1, 0, 1, 0]"
Sorry.  have plans already. grab lunch,"[0, 1, 0, 0, 1]"
Do you want to go bowling on Sunday?,"[1, 1, 1, 0, 0]"
Let's grab coffee on Sunday?,"[1, 1, 1, 0, 0]"
Let's bake the mall on Tuesday?,"[1, 1, 1, 1, 0]"
Let's see a game on Wednesday?,"[1, 1, 1, 0, 0]"
Do you want to do something Daan Park?,"[1, 1, 0, 1, 0]"
Let's go rafting school on Saturday?,"[1, 1, 1, 1, 0]"
Let's do something the Japanese place?,"[1, 1, 0, 1, 0]"
Would you want to bake your place?,"[1, 1, 0, 1, 0]"
Let's see a concert on Wednesday?,"[1, 1, 1, 0, 0]"
Would you want to hang out the train station?,"[1, 1, 0, 1, 0]"
Let's grab lunch tomorrow?,"[1, 1, 1, 0, 0]"
Do you want to go ice skating the train station on Wednesday?,"[1, 1, 1, 1, 0]"
Would you want to hang out a bar on Thursday?,"[1, 1, 1, 1, 0]"
Do you want to go to a party on Sunday?,"[1, 1, 1, 0, 0]"
Do you want to hang out on Sunday?,"[1, 1, 1, 0, 0]"
Let's watch a movie today?,"[1, 1, 1, 0, 0]"
Would you want to grab coffee on Wednesday?,"[1, 1, 1, 0, 0]"
Nah 'm busy... catch up,"[0, 1, 0, 0, 1]"
Would you want to grab lunch on Saturday?,"[1, 1, 1, 0, 0]"
Do you want to go to a party the theme park?,"[1, 1, 0, 1, 0]"
Do you want to see a movie Daan Park?,"[1, 1, 0, 1, 0]"
Let's go bowling the theme park?,"[1, 1, 0, 1, 0]"
Would you want to bake a bar tomorrow?,"[1, 1, 1, 1, 0]"
Let's do something on Sunday?,"[1, 1, 1, 0, 0]"
Would you want to hang out Daan Park on Friday?,"[1, 1, 1, 1, 0]"
Would you want to see a concert the train station tomorrow?,"[1, 1, 1, 1, 0]"
Let's do something Daan Park on Thursday?,"[1, 1, 1, 1, 0]"
"No..., I have plans already. on Sunday","[0, 1, 0, 0, 1]"
Do you want to watch a movie today?,"[1, 1, 1, 0, 0]"
Do you want to watch a movie on Wednesday?,"[1, 1, 1, 0, 0]"
Let's see a game on Monday?,"[1, 1, 1, 0, 0]"
Let's watch a movie a bar?,"[1, 1, 0, 1, 0]"
Do you want to go swimming Daan Park?,"[1, 1, 0, 1, 0]"
Let's see a concert the Japanese place?,"[1, 1, 0, 1, 0]"
Would you want to see a play the train station on Thursday?,"[1, 1, 1, 1, 0]"
Let's do something your place on Thursday?,"[1, 1, 1, 1, 0]"
Would you want to see a game the zoo?,"[1, 1, 0, 1, 0]"
No. 'll be out of town. see a concert,"[0, 1, 0, 0, 1]"
Do you want to go surfing the Italian restaurant?,"[1, 1, 0, 1, 0]"
Let's bake on Friday?,"[1, 1, 1, 0, 0]"
Let's bake a coffee shop tomorrow?,"[1, 1, 1, 1, 0]"
Let's catch up school on Monday?,"[1, 1, 1, 1, 0]"
Nah 'm busy... bake,"[0, 1, 0, 0, 1]"
What time?on Friday?,"[0, 0, 1, 0, 0]"
Do you want to go surfing tomorrow?,"[1, 1, 1, 0, 0]"
Would you want to grab lunch the mall?,"[1, 1, 0, 1, 0]"
Do you want to go bowling your place on Monday?,"[1, 1, 1, 1, 0]"
Would you want to go surfing your place?,"[1, 1, 0, 1, 0]"
Do you want to see a play train station on Monday?,"[1, 1, 1, 1, 0]"
Let's see a movie the Japanese place?,"[1, 1, 0, 1, 0]"
Would you want to see a concert tomorrow?,"[1, 1, 1, 0, 0]"
Let's go to a party a bar?,"[1, 1, 0, 1, 0]"
Do you want to go ice skating the zoo?,"[1, 1, 0, 1, 0]"
Do you want to see a play on Wednesday?,"[1, 1, 1, 0, 0]"
Do you want to grab coffee today?,"[1, 1, 1, 0, 0]"
Sorry.  have plans already. on Wednesday,"[0, 1, 0, 0, 1]"
Do you want to go surfing the mall today?,"[1, 1, 1, 1, 0]"
Would you want to see a concert the Italian restaurant tomorrow?,"[1, 1, 1, 1, 0]"
Would you want to see a play on Thursday?,"[1, 1, 1, 0, 0]"
Would you want to grab lunch a club on Wednesday?,"[1, 1, 1, 1, 0]"
Do you want to go somewhere your place?,"[1, 1, 0, 1, 0]"
Do you want to grab lunch on Saturday?,"[1, 1, 1, 0, 0]"
Do you want to go swimming the mall today?,"[1, 1, 1, 1, 0]"
Do you want to go swimming a coffee shop on Friday?,"[1, 1, 1, 1, 0]"
Do you want to go ice skating train station today?,"[1, 1, 1, 1, 0]"
Do you want to go to a party the zoo?,"[1, 1, 0, 1, 0]"
Do you want to go ice skating the train station?,"[1, 1, 0, 1, 0]"
"No..., I have plans already. catch up","[0, 1, 0, 0, 1]"
Would you want to do something the zoo on Monday?,"[1, 1, 1, 1, 0]"
Let's see a movie a club on Monday?,"[1, 1, 1, 1, 0]"
No. 'll be out of town. bake,"[0, 1, 0, 0, 1]"
"Sorry, I'll be out of town. on Monday","[0, 1, 0, 0, 1]"
Do you want to grab lunch a club?,"[1, 1, 0, 1, 0]"
Let's go surfing a coffee shop?,"[1, 1, 0, 1, 0]"
Where should we go? the train station?,"[0, 0, 0, 1, 0]"
Nah  have plans already. on Wednesday,"[0, 1, 0, 0, 1]"
Do you want to see a movie train station on Wednesday?,"[1, 1, 1, 1, 0]"
Sorry. 'm busy... on Saturday,"[0, 1, 0, 0, 1]"
Let's do something a bar on Sunday?,"[1, 1, 1, 1, 0]"
Let's go rafting Xinyi?,"[1, 1, 0, 1, 0]"
Nah 'll be out of town. on Sunday,"[0, 1, 0, 0, 1]"
Sorry. 'll be out of town. today,"[0, 1, 0, 0, 1]"
Let's go ice skating on Friday?,"[1, 1, 1, 0, 0]"
Let's see a movie a coffee shop on Sunday?,"[1, 1, 1, 1, 0]"
Let's go bowling your place?,"[1, 1, 0, 1, 0]"
Would you want to go bowling a bar on Thursday?,"[1, 1, 1, 1, 0]"
Do you want to go ice skating my place today?,"[1, 1, 1, 1, 0]"
Let's go somewhere on Friday?,"[1, 1, 1, 0, 0]"
Would you want to go rafting the zoo on Monday?,"[1, 1, 1, 1, 0]"
Let's do something a coffee shop tomorrow?,"[1, 1, 1, 1, 0]"
Do you want to hang out Xinyi on Friday?,"[1, 1, 1, 1, 0]"
Would you want to go to a party a club?,"[1, 1, 0, 1, 0]"
Would you want to catch up the train station?,"[1, 1, 0, 1, 0]"
Do you want to grab coffee Xinyi?,"[1, 1, 0, 1, 0]"
Do you want to go swimming the Italian restaurant?,"[1, 1, 0, 1, 0]"
Do you want to see a movie a bar on Wednesday?,"[1, 1, 1, 1, 0]"
Would you want to go bowling a club on Saturday?,"[1, 1, 1, 1, 0]"
Do you want to go somewhere the zoo?,"[1, 1, 0, 1, 0]"
Let's go swimming the train station on Monday?,"[1, 1, 1, 1, 0]"
Let's go to a party the mall?,"[1, 1, 0, 1, 0]"
Would you want to see a concert the train station?,"[1, 1, 0, 1, 0]"
Would you want to grab coffee train station?,"[1, 1, 0, 1, 0]"
Do you want to go to a party school on Wednesday?,"[1, 1, 1, 1, 0]"
"No..., I'm busy... bake","[0, 1, 0, 0, 1]"
Do you want to bake Daan Park on Wednesday?,"[1, 1, 1, 1, 0]"
Let's bake the train station tomorrow?,"[1, 1, 1, 1, 0]"
Do you want to hang out a coffee shop on Tuesday?,"[1, 1, 1, 1, 0]"
Would you want to see a play a club?,"[1, 1, 0, 1, 0]"
Do you want to grab lunch the Italian restaurant on Thursday?,"[1, 1, 1, 1, 0]"
Do you want to go swimming Daan Park tomorrow?,"[1, 1, 1, 1, 0]"
Let's go swimming train station?,"[1, 1, 0, 1, 0]"
Would you want to go swimming the Italian restaurant on Thursday?,"[1, 1, 1, 1, 0]"
Do you want to see a play a club?,"[1, 1, 0, 1, 0]"
"No..., I'll be out of town. go to a party","[0, 1, 0, 0, 1]"
"Sorry, I'll be out of town. on Thursday","[0, 1, 0, 0, 1]"
Do you want to grab coffee a club on Thursday?,"[1, 1, 1, 1, 0]"
Would you want to go rafting the Italian restaurant tomorrow?,"[1, 1, 1, 1, 0]"
"Sorry, I'll be out of town. go rafting","[0, 1, 0, 0, 1]"
Let's see a play the Italian restaurant?,"[1, 1, 0, 1, 0]"
Would you want to go ice skating my place on Thursday?,"[1, 1, 1, 1, 0]"
Let's go surfing train station on Saturday?,"[1, 1, 1, 1, 0]"
Would you want to bake Daan Park tomorrow?,"[1, 1, 1, 1, 0]"
Let's go to a party the mall on Friday?,"[1, 1, 1, 1, 0]"
Do you want to go rafting the mall?,"[1, 1, 0, 1, 0]"
Do you want to go to a party on Saturday?,"[1, 1, 1, 0, 0]"
Sorry. 'm busy... see a game,"[0, 1, 0, 0, 1]"
Would you want to go swimming the Japanese place on Wednesday?,"[1, 1, 1, 1, 0]"
No. 'm busy... on Friday,"[0, 1, 0, 0, 1]"
Nah 'm busy... go bowling,"[0, 1, 0, 0, 1]"
Do you want to catch up on Wednesday?,"[1, 1, 1, 0, 0]"
Let's hang out a club on Thursday?,"[1, 1, 1, 1, 0]"
Do you want to grab coffee the Italian restaurant on Saturday?,"[1, 1, 1, 1, 0]"
Nah  have plans already. on Friday,"[0, 1, 0, 0, 1]"
Would you want to hang out the Italian restaurant?,"[1, 1, 0, 1, 0]"
Let's go to a party school?,"[1, 1, 0, 1, 0]"
No. 'll be out of town. go rafting,"[0, 1, 0, 0, 1]"
Let's go somewhere train station?,"[1, 1, 0, 1, 0]"
No. 'm busy... go bowling,"[0, 1, 0, 0, 1]"
Do you want to see a play on Friday?,"[1, 1, 1, 0, 0]"
Do you want to go bowling the Japanese place?,"[1, 1, 0, 1, 0]"
Let's see a game tomorrow?,"[1, 1, 1, 0, 0]"
Would you want to see a movie a bar on Monday?,"[1, 1, 1, 1, 0]"
Let's grab coffee your place on Saturday?,"[1, 1, 1, 1, 0]"
Let's go somewhere the Italian restaurant on Saturday?,"[1, 1, 1, 1, 0]"
Would you want to go to a party Xinyi on Wednesday?,"[1, 1, 1, 1, 0]"
Nah 'm busy... go ice skating,"[0, 1, 0, 0, 1]"
Let's go somewhere on Tuesday?,"[1, 1, 1, 0, 0]"
Would you want to hang out on Monday?,"[1, 1, 1, 0, 0]"
Would you want to see a concert on Saturday?,"[1, 1, 1, 0, 0]"
Would you want to go ice skating the theme park?,"[1, 1, 0, 1, 0]"
Would you want to do something the zoo on Saturday?,"[1, 1, 1, 1, 0]"
Do you want to grab lunch Xinyi on Thursday?,"[1, 1, 1, 1, 0]"
Would you want to see a movie train station on Thursday?,"[1, 1, 1, 1, 0]"
Would you want to watch a movie the Italian restaurant on Sunday?,"[1, 1, 1, 1, 0]"
Do you want to go rafting on Friday?,"[1, 1, 1, 0, 0]"
Do you want to go ice skating the mall on Tuesday?,"[1, 1, 1, 1, 0]"
Let's see a play Xinyi on Wednesday?,"[1, 1, 1, 1, 0]"
Do you want to go ice skating on Friday?,"[1, 1, 1, 0, 0]"
Let's bake Daan Park?,"[1, 1, 0, 1, 0]"
Let's go ice skating the theme park?,"[1, 1, 0, 1, 0]"
Let's watch a movie the train station tomorrow?,"[1, 1, 1, 1, 0]"
Let's go surfing your place?,"[1, 1, 0, 1, 0]"
Would you want to see a movie on Wednesday?,"[1, 1, 1, 0, 0]"
Sorry. 'll be out of town. go to a party,"[0, 1, 0, 0, 1]"
Do you want to see a movie train station today?,"[1, 1, 1, 1, 0]"
Would you want to go swimming Daan Park on Friday?,"[1, 1, 1, 1, 0]"
Would you want to go rafting a club?,"[1, 1, 0, 1, 0]"
Let's go swimming on Monday?,"[1, 1, 1, 0, 0]"
Sorry. 'm busy... see a movie,"[0, 1, 0, 0, 1]"
Do you want to go swimming the Japanese place on Saturday?,"[1, 1, 1, 1, 0]"
Do you want to go rafting a bar?,"[1, 1, 0, 1, 0]"
Would you want to hang out the mall on Saturday?,"[1, 1, 1, 1, 0]"
Do you want to hang out the zoo on Sunday?,"[1, 1, 1, 1, 0]"
Would you want to hang out my place on Tuesday?,"[1, 1, 1, 1, 0]"
What time?on Tuesday?,"[0, 0, 1, 0, 0]"
Do you want to do something the train station?,"[1, 1, 0, 1, 0]"
Do you want to see a concert on Monday?,"[1, 1, 1, 0, 0]"
Would you want to go somewhere a bar tomorrow?,"[1, 1, 1, 1, 0]"
Do you want to catch up Daan Park on Tuesday?,"[1, 1, 1, 1, 0]"
Do you want to go rafting school?,"[1, 1, 0, 1, 0]"
Would you want to go swimming tomorrow?,"[1, 1, 1, 0, 0]"
"No..., I'm busy... catch up","[0, 1, 0, 0, 1]"
Let's watch a movie the theme park on Sunday?,"[1, 1, 1, 1, 0]"
Let's see a play a coffee shop on Saturday?,"[1, 1, 1, 1, 0]"
Do you want to go bowling a club?,"[1, 1, 0, 1, 0]"
Would you want to go swimming train station on Thursday?,"[1, 1, 1, 1, 0]"
Would you want to watch a movie the train station on Saturday?,"[1, 1, 1, 1, 0]"
Would you want to catch up on Sunday?,"[1, 1, 1, 0, 0]"
Let's see a game a bar?,"[1, 1, 0, 1, 0]"
No. 'll be out of town. go somewhere,"[0, 1, 0, 0, 1]"
Would you want to go surfing on Friday?,"[1, 1, 1, 0, 0]"
Let's grab lunch your place on Thursday?,"[1, 1, 1, 1, 0]"
Do you want to go somewhere your place on Wednesday?,"[1, 1, 1, 1, 0]"
Nah 'm busy... on Saturday,"[0, 1, 0, 0, 1]"
Do you want to go to a party a bar on Saturday?,"[1, 1, 1, 1, 0]"
Do you want to see a concert on Saturday?,"[1, 1, 1, 0, 0]"
Let's go surfing school?,"[1, 1, 0, 1, 0]"
Do you want to watch a movie the theme park on Monday?,"[1, 1, 1, 1, 0]"
Do you want to do something on Wednesday?,"[1, 1, 1, 0, 0]"
Would you want to see a play your place today?,"[1, 1, 1, 1, 0]"
Let's go somewhere the Italian restaurant?,"[1, 1, 0, 1, 0]"
Let's bake my place?,"[1, 1, 0, 1, 0]"
Let's grab lunch a coffee shop on Thursday?,"[1, 1, 1, 1, 0]"
Would you want to catch up the theme park?,"[1, 1, 0, 1, 0]"
Do you want to see a play Xinyi on Saturday?,"[1, 1, 1, 1, 0]"
Let's see a game today?,"[1, 1, 1, 0, 0]"
Would you want to do something your place?,"[1, 1, 0, 1, 0]"
Sorry. 'll be out of town. go rafting,"[0, 1, 0, 0, 1]"
Would you want to go swimming on Wednesday?,"[1, 1, 1, 0, 0]"
Do you want to see a play the zoo tomorrow?,"[1, 1, 1, 1, 0]"
Let's bake school on Saturday?,"[1, 1, 1, 1, 0]"
No.  have plans already. see a concert,"[0, 1, 0, 0, 1]"
Would you want to go to a party on Thursday?,"[1, 1, 1, 0, 0]"
Nah 'm busy... do something,"[0, 1, 0, 0, 1]"
Would you want to go rafting the mall on Monday?,"[1, 1, 1, 1, 0]"
Do you want to see a play on Monday?,"[1, 1, 1, 0, 0]"
Do you want to go bowling the theme park on Thursday?,"[1, 1, 1, 1, 0]"
Do you want to watch a movie the Japanese place?,"[1, 1, 0, 1, 0]"
Would you want to see a play your place?,"[1, 1, 0, 1, 0]"
Would you want to go to a party Xinyi?,"[1, 1, 0, 1, 0]"
Do you want to see a concert the zoo on Thursday?,"[1, 1, 1, 1, 0]"
Let's go to a party on Thursday?,"[1, 1, 1, 0, 0]"
Would you want to go somewhere the Japanese place on Monday?,"[1, 1, 1, 1, 0]"
Do you want to see a movie on Friday?,"[1, 1, 1, 0, 0]"
Would you want to grab coffee the zoo?,"[1, 1, 0, 1, 0]"
Would you want to bake on Tuesday?,"[1, 1, 1, 0, 0]"
Let's grab coffee the mall?,"[1, 1, 0, 1, 0]"
Would you want to go to a party my place on Saturday?,"[1, 1, 1, 1, 0]"
Nah 'm busy... on Friday,"[0, 1, 0, 0, 1]"
"No..., I'll be out of town. go somewhere","[0, 1, 0, 0, 1]"
Let's see a play Daan Park?,"[1, 1, 0, 1, 0]"
Do you want to hang out Xinyi?,"[1, 1, 0, 1, 0]"
Would you want to bake on Thursday?,"[1, 1, 1, 0, 0]"
Would you want to see a game a coffee shop?,"[1, 1, 0, 1, 0]"
Let's grab lunch Daan Park on Saturday?,"[1, 1, 1, 1, 0]"
Do you want to go ice skating the Italian restaurant on Wednesday?,"[1, 1, 1, 1, 0]"
Let's grab coffee Xinyi on Saturday?,"[1, 1, 1, 1, 0]"
Do you want to go surfing school on Monday?,"[1, 1, 1, 1, 0]"
Do you want to see a movie a club?,"[1, 1, 0, 1, 0]"
Let's grab lunch on Tuesday?,"[1, 1, 1, 0, 0]"
Let's go to a party my place tomorrow?,"[1, 1, 1, 1, 0]"
Let's go surfing school on Sunday?,"[1, 1, 1, 1, 0]"
Do you want to see a game a coffee shop?,"[1, 1, 0, 1, 0]"
Do you want to see a concert the Japanese place on Friday?,"[1, 1, 1, 1, 0]"
Let's see a concert the Italian restaurant?,"[1, 1, 0, 1, 0]"
Would you want to do something train station on Friday?,"[1, 1, 1, 1, 0]"
Would you want to bake my place on Saturday?,"[1, 1, 1, 1, 0]"
Would you want to see a game the theme park?,"[1, 1, 0, 1, 0]"
Do you want to go rafting Daan Park on Monday?,"[1, 1, 1, 1, 0]"
Let's see a concert Daan Park?,"[1, 1, 0, 1, 0]"
Would you want to grab coffee Xinyi tomorrow?,"[1, 1, 1, 1, 0]"
Do you want to do something the Italian restaurant on Tuesday?,"[1, 1, 1, 1, 0]"
Do you want to go bowling train station on Wednesday?,"[1, 1, 1, 1, 0]"
Do you want to grab coffee the zoo?,"[1, 1, 0, 1, 0]"
Let's see a movie the zoo?,"[1, 1, 0, 1, 0]"
Would you want to grab lunch train station today?,"[1, 1, 1, 1, 0]"
Do you want to go to a party Daan Park?,"[1, 1, 0, 1, 0]"
Do you want to bake a coffee shop?,"[1, 1, 0, 1, 0]"
Do you want to go surfing Xinyi on Tuesday?,"[1, 1, 1, 1, 0]"
Do you want to bake on Thursday?,"[1, 1, 1, 0, 0]"
Let's see a play the train station on Wednesday?,"[1, 1, 1, 1, 0]"
"Sorry, I'm busy... today","[0, 1, 0, 0, 1]"
Would you want to grab lunch a club?,"[1, 1, 0, 1, 0]"
Let's go ice skating a coffee shop on Sunday?,"[1, 1, 1, 1, 0]"
Would you want to go bowling your place?,"[1, 1, 0, 1, 0]"
Would you want to go bowling on Friday?,"[1, 1, 1, 0, 0]"
Let's go swimming a coffee shop?,"[1, 1, 0, 1, 0]"
Would you want to see a movie on Sunday?,"[1, 1, 1, 0, 0]"
Let's bake the Japanese place?,"[1, 1, 0, 1, 0]"
Would you want to bake a coffee shop on Sunday?,"[1, 1, 1, 1, 0]"
Would you want to go surfing your place on Wednesday?,"[1, 1, 1, 1, 0]"
Would you want to see a play school?,"[1, 1, 0, 1, 0]"
