text,labels
What time should we meet Mohito go Phoenix on Friday  ?,2
What day should we meet go Saint Paul  on Monday  ?,2
Nah   I'll be out of town. the day after tomorrow  go get Kits .,2
Sounds good.  Prigat go Dallas postpone  three day .,0
go where   nine day early   ?,1
Where we meet 6 month after    ?,0
What place go get JNCO  one  week later  ?,0
Where we suspend 8 day go San Diego DKNY  ?,0
Would you Baby food  2 month ahead.  ?,1
Where do you want on Wednesday go Indianapolis   ?,2
yeah  go Rochester on Thursday .,2
You free   go buy Strongbow on Saturday  ?,2
Do you want go St. Louis see Pretty Woman suspend  two year  ?,0
Where on Tuesday go buy Guinness go Minneapolis  ?,2
True dat 7 year advance. go Stockton  .,1
No.  I can't.  go Salt Lake City on Tuesday  .,2
Sorry I'm busy.    the day after tomorrow .,2
You free  on Monday    ?,2
Let's   Baby-care tomorrow  ?,2
Let's     seven month advance.  ?,1
Why not   two day ahead. go Santa Ana  ?,1
don't  I'll be out of town. on Saturday Frozen foods  .,2
no way I dont have time  suspend  twelve year  .,0
Are you free    1  week early  ?,1
Would you M&M Food Market hold up for  three  week go Valetta  ?,0
Sure.   6 day after  .,0
What time should we meet go Los Angeles  eleven  week after go buy Strongbow  ?,0
No.   I'll be out of town. move to 9 year go New Orleans  .,0
can't  I have plans already.  go Saint Paul go get Cappy 2  week before. .,1
You free    twelve  week advance.  ?,1
Sounds good.  suspend 8 day  go San Diego .,0
What day should we meet go Minneapolis on Monday go buy Wendy's  ?,2
Where we go Tulsa to advance 7  week go buy Juicy Juice  ?,1
Want to  ten year before. go buy C&A go Escondido  ?,1
Let us 9 day in advance. go Berlin House-cleaning products  ?,1
alright  on Wednesday see Seven .,2
What place on Tuesday go get Knorr   ?,2
Where do you want go Springfield on Thursday   ?,2
What day should we meet on Monday go Saint Paul go get Budweiser  ?,2
what time   three month before. go buy Tanqueray  ?,1
no  I'll be out of town. on Saturday  Ex-Boyfriend .,2
No.   I have an appointment.   go Berlin 9 day in advance. .,1
Are you free at the day after tomorrow Moutai   ?,2
Sorry.  I'm busy.  suspend 1 year go Charlotte  .,0
No.  I'm busy.  go Bakersfield go get Edelweiss on Thursday .,2
Where should  hold up for  eleven month go Columbus  ?,0
Are you free at go buy Bakery products go Berna  seven  week in advance.  ?,1
Shall we  two day ahead.    ?,1
What day should we meet go Memphis  hold up for  ten  week  ?,0
Where we go get Burger King today   ?,2
no way  I'll be out of town. late for  nine day go Tulsa  .,0
of course not  I'll be out of town. the day after tomorrow   .,2
exactly  Flowers on Monday .,2
No. I dont have time on Saturday go Lisbon  .,2
OK go buy Brahma go Glendale today .,2
  I'll be out of town.  go buy Brahma today .,2
When should we meet late for  nine day go Tulsa   ?,0
What place 9  week prior.    ?,1
Shall we   on Tuesday  ?,2
How about  go get House-cleaning products on Monday go Henderson  ?,2
When should we meet on Thursday    ?,2
Sounds good.   four day early go New York  .,1
Where we on Thursday go Long Beach   ?,2
Shall we go buy Starbucks on Sunday   ?,2
exactly today   .,2
Yep go buy Evolution Fresh on Monday  .,2
What location tomorrow go get Guaranito go Hollywood  ?,2
When     seven year early  ?,1
Why not go buy Evolution Fresh on Monday   ?,2
not I can't.  to advance 10 day   .,1
Sure.  on Monday go Innsbruck go buy Keystone Light .,2
Are you free at on Monday    ?,2
Would you move to 6 year go Bakersfield go get Edelweiss  ?,0
Why not postpone 9  week see Seven   ?,0
What time should we meet Mohito  defer  eihgt month  ?,0
nope I'm busy.   late for 4 year go Hayward .,0
Do you want  1  week advance.   ?,1
What day should we meet Converse  ten year prior.   ?,1
what time  five day in advance. go Nashville   ?,1
Do you want see Chocolat to advance  two  week go Fayetteville  ?,1
can't I can't.  on Tuesday go El Paso  .,2
What time should we meet  to advance 4 year   ?,1
Where should go buy Candies  nine month later go Fort Lauderdale  ?,0
Want to see Seven   three year later  ?,0
Want to go buy Highland Spring  on Monday  ?,2
Are you busy  8 day early go get Andy Capp's fries go Anaheim  ?,1
nope I dont have time  two month earlier.  go New York .,1
Would you go Henderson tomorrow   ?,2
When should we meet on Wednesday go Ontario Nudie Jeans  ?,2
Of course   tomorrow .,2
Good go Henderson  move to 8 month .,0
Yes on Sunday  go Springfield .,2
What location on Saturday    ?,2
of course not I can't.  on Wednesday   .,2
Would you go Omaha suspend  five month   ?,0
What day should we meet postpone 4  week    ?,0
Would you go Toledo   eihgt  week ahead.  ?,1
Are you free at  go Berna suspend  twelve year  ?,0
What place move to 10 month go Glendale Max Studio  ?,0
Where we meet  go get Frozen foods  nine year later  ?,0
can't wait   twelve year ahead.  .,1
You free  tomorrow go buy Coca Cola  ?,2
What place  see Avengers Infinity War 5  week in advance.  ?,1
No.   I have an appointment.   9 year after  .,0
What day should we meet the day after tomorrow go get Heinz go Chicago  ?,2
When  the day after tomorrow go Lyon   ?,2
Let's   go Wien hold up for 8 day  ?,0
Shall we go buy Evolution Fresh delay for  3 month go Springfield  ?,0
go where go Laredo 10 month before.   ?,1
How about   today   ?,2
Where we today  go Toledo  ?,2
Do you want  go Scottsdale 7  week later  ?,0
Where should go Springfield on Wednesday go buy DKNY  ?,2
Are you free at Evian  on Saturday  ?,2
Yeah...  on Thursday go Bakersfield .,2
How about  defer 1  week    ?,0
of course   move to  four month .,0
Where we   on Sunday  ?,2
Do you want Mataano  eleven year earlier.   ?,1
Nah  I dont have time the day after tomorrow   .,2
Are you free at go Oakland   ten year prior.  ?,1
Why not 4 year advance. go Fullerton Wendy's  ?,1
Why not Deep River Rock on Saturday go Lisbon  ?,2
nope I'm busy.   go get JNCO on Sunday .,2
When should we meet the day after tomorrow    ?,2
Of course go San Antonio  nine year earlier.  .,1
 I'm busy...  5 day advance.  go Memphis .,1
Why not   to advance  eihgt day  ?,1
How about  go Saint Paul  on Monday  ?,2
No.   I have an appointment.  House-cleaning products late for 3  week go Berlin .,0
can't  I have an appointment.   go buy Baby-care today .,2
Shall we  3 year after   ?,0
Are you free   9 month later go Detroit  ?,0
Let's  go get Cosmetics 4 month earlier. go Dallas  ?,1
What time should we meet go get Medicines go Rochester 7 day early  ?,1
Nice on Saturday go New York Personal hygiene .,2
okay   the day after tomorrow .,2
No.   I'll be out of town. go buy Dry Goods today go Toledo .,2
nope I'm busy...   go get Budweiser delay for  1 month .,0
go where on Sunday go Fayetteville   ?,2
nope I'm busy.  go Indianapolis 9 year earlier. Kinder .,1
True dat    eihgt year after .,0
Why not delay for   eihgt month go get McDonald's go Omaha  ?,0
Are you free  tomorrow go get Guaranito go Hollywood  ?,2
what day  defer  eihgt  week   ?,0
Yup 7 month in advance.   .,1
Are you free at go Scottsdale  to advance  seven month  ?,1
No.   I have an appointment.  go get Cappy  9 year after .,0
What day should we meet 1 month advance.    ?,1
Nah   I'll be out of town. go Stockton  four  week later go get Kits .,0
Let us go buy Cosmetics suspend  four month go Oklahoma City  ?,0
Sorry.  I'm busy.   defer  eihgt month  .,0
Why not on Sunday  go San Diego  ?,2
Shall we on Wednesday    ?,2
what day go buy C&A  on Monday  ?,2
What time should we meet tomorrow go buy Bakery products go Berna  ?,2
go where go Bucharest  the day after tomorrow  ?,2
Sure.    ten  week before.  .,1
Why not   hold up for 6 day  ?,0
Let's  go Hollywood tomorrow   ?,2
Let's  go Pittsburgh to advance 2 day Bel Group  ?,1
When   Ex-Boyfriend  nine year before.  ?,1
You free  go Columbus  on Monday  ?,2
Would you tomorrow    ?,2
Do you want  Mustard to advance 2 month  ?,1
What time should we meet    six year early  ?,1
Would you   today  ?,2
Shall we   nine day early   ?,1
What day should we meet 9 year early go Sacramento   ?,1
You free   on Thursday   ?,2
reject I'm busy.  the day after tomorrow see Fantastic Beasts and Where To Find Them go Detroit .,2
Shall we go get Knorr go New Orleans  three day ahead.  ?,1
  I'll be out of town.  on Thursday go Bakersfield .,2
Sorry I can't.  go Glendale go buy Snack foods 1 year later .,0
Want to go Boston go buy Lee 7  week early  ?,1
Of course see Seven   three year later .,0
what day go get Hygiene products go Arlington to advance 9 month  ?,1
Shall we  go get Knorr today  ?,2
True dat  on Tuesday go Murfreesboro .,2
Are you busy    nine day in advance.   ?,1
Why not hold up for 6 day Baby-care go Philadelphia  ?,0
Do you want go Prague  on Monday  ?,2
Want to go Fayetteville hold up for  eleven  week   ?,0
Let's  on Saturday  go Long Beach  ?,2
Would you 4 year early    ?,1
Sure!  on Saturday Frozen foods  .,2
No.  I'm busy.    the day after tomorrow .,2
What time should we meet  one day earlier.   ?,1
What time should we meet  three day in advance. go Orlando go get Bewley's  ?,1
What day should we meet   eleven month later go buy Brahma  ?,0
You free move to  eleven  week see Chocolat   ?,0
Yep go Saint Paul tomorrow  .,2
"No..., I I'm busy.  go get Absolut  ten day after  .",0
Are you busy   go buy Brahma hold up for 8 day  ?,0
Sounds good.  hold up for  six day go buy Pizza Hut  .,0
no way I'm busy.  suspend  nine  week Mustard go Anaheim .,0
what time tomorrow go New York   ?,2
What time should we meet  suspend 8 day   ?,0
When  go get JNCO  one  week later  ?,0
Let us suspend 5  week  go San Diego  ?,0
What day should we meet  Baby-care tomorrow  ?,2
That's right go get Cosmetics postpone  eleven day  .,0
"No..., I I can't.   six day early   .",1
Do you want  go Ontario defer 1 month  ?,0
No. I dont have time Deep River Rock one year early go Lisbon .,1
Want to on Saturday go Quebec   ?,2
Sounds good.  go Fort Lauderdale on Tuesday  .,2
Why not   on Tuesday  ?,2
Are you free    ten month advance. go Nashville  ?,1
Where we  2 year ahead.   ?,1
You free go Hollywood late for  twelve month   ?,0
True dat  go Toledo  eihgt day early .,1
of course not  I'll be out of town. 7 month after Koalapop go Nashville .,0
what time go New York  move to  twelve year  ?,0
No.  I'll be out of town. on Saturday   .,2
What location go Henderson tomorrow   ?,2
What time should we meet defer  eihgt year go buy Acorn Stores go Irving  ?,0
Nice go get Bel Group tomorrow  .,2
"No..., I I dont have time go Boston on Friday  .",2
OK!  go Charlotte the day after tomorrow Mohito .,2
Sorry.   I have an appointment.  go get Knorr to advance  seven  week  .,1
You free go buy DKNY  hold up for 4 month  ?,0
Yes go buy Domino on Sunday go Washington .,2
nope I'm busy.  on Sunday   .,2
When should we meet  to advance  eihgt day Nudie Jeans  ?,1
Would you  9 month after go Tulsa  ?,0
of course not I dont have time go Baltimore 5  week in advance. see Avengers Infinity War .,1
When  see Ice Age 1 postpone 3 month   ?,0
not  I'll be out of town. delay for  3 month go buy Evolution Fresh  .,0
When should we meet  go buy Guinness  two year prior.  ?,1
What location go get Guaranito tomorrow   ?,2
Why not    nine year later  ?,0
  I have plans already.  today  go buy Kits .,2
Let us go Henderson  postpone  seven year  ?,0
exactly  5 month earlier. go buy DKNY .,1
Sounds good.  to advance 9 month go get Hygiene products  .,1
Why not 10 month after go Innsbruck   ?,0
what day on Wednesday  go Amarillo  ?,2
What day should we meet  five month after    ?,0
You free   three  week ahead. go Oklahoma City   ?,1
Are you free at   on Thursday  ?,2
"No..., I I'm busy...   go Omaha suspend  eihgt day .",0
Shall we go Huntsville Bud Light tomorrow  ?,2
What day should we meet   eihgt year early   ?,1
don't  I have plans already.   Olymel on Monday .,2
Want to delay for  1 month    ?,0
"No..., I  I'll be out of town. go buy Grolsch on Monday  .",2
Sorry.   I have an appointment.  on Tuesday go Murfreesboro go get Knorr .,2
can't wait  eleven year before. go Prague  .,1
You free the day after tomorrow see Fantastic Beasts and Where To Find Them go Detroit  ?,2
Are you free  go Detroit 1  week early White rice  ?,1
Where  go Denver on Monday  ?,2
what day  on Wednesday go buy Blue Moon  ?,2
What time should we meet postpone  four day Lavazza go Fullerton  ?,0
Let us  Medicines delay for   ten day  ?,0
When  go Salt Lake City on Tuesday go get Secret Recipe  ?,2
Sure.  on Monday  go Innsbruck .,2
When should we meet go buy Kits go Wien today  ?,2
nope I'm busy.  go get Magnum go Hayward today .,2
You free  go Fayetteville 4 year before.   ?,1
Where do you want Cosmetics go Denver on Monday  ?,2
What place go get Knorr to advance  seven  week   ?,1
"No..., I I can't.    6 year early .",1
"No..., I I'm busy...  go Omaha suspend  eihgt day go buy Diet foods .",0
What day should we meet go New Orleans   three day ahead.  ?,1
Sorry I can't.   suspend  five  week go Lyon .,0
Why not  go get Bel Group move to 1 month  ?,0
don't I'm busy.   Absolut 10 day after .,0
Let's   two  week advance.  go Glendale  ?,1
Would you move to 1 month  go Murfreesboro  ?,0
No. I can't.  on Thursday Decorations go Hollywood .,2
Nah   I have an appointment.  go get Heinz hold up for  six year go Chicago .,0
Nah  I'm busy.  tomorrow go Tulsa  .,2
can't I dont have time go St. Louis on Wednesday see Pretty Woman .,2
Where we go Springfield 7 year prior.   ?,1
When should we meet  twelve  week in advance.    ?,1
Where do you want go Salem defer one year see Black Panther  ?,0
What place go Baltimore 5  week in advance. see Avengers Infinity War  ?,1
Shall we Hennessy postpone 4 day go Irving  ?,0
What location go Dallas on Sunday go get Cosmetics  ?,2
Why not  hold up for  ten  week   ?,0
What place  Hennessy tomorrow  ?,2
what day go Baltimore on Sunday   ?,2
don't I'm busy.    two month early Ecko Unlimited .,1
okay    four year after .,0
When  go Prague on Sunday   ?,2
Are you busy     twelve day before.  ?,1
What time should we meet  on Wednesday go buy Snack foods  ?,2
What day should we meet  9  week early go San Diego  ?,1
Why not  postpone 4 day   ?,0
Want to  on Monday   ?,2
What place postpone 9  week    ?,0
don't I'm busy...  on Tuesday  go buy Dr. Oetker .,2
When should we meet go Jersey City see Transformers  seven month earlier.  ?,1
Sure!  go Glendale 4 day prior.  .,1
When  the day after tomorrow Medicines go Valetta  ?,2
Where do you want Guaranito on Thursday go Springfield  ?,2
When    nine day early   ?,1
You free   three year before.   ?,1
what time go Long Beach on Saturday Eggs  ?,2
Sorry.   I have plans already.  Baskin robbins on Thursday  .,2
"No..., I I'm busy.  go get Pasta on Thursday go Santa Ana .",2
What time should we meet suspend  five month    ?,0
Shall we  go get Medicines late for 7  week  ?,0
don't I'm busy...    on Tuesday .,2
What location   today  ?,2
What time should we meet Guaranito delay for   four month go Springfield  ?,0
Are you free  on Tuesday  go buy Dr. Oetker  ?,2
Shall we go Columbus go get Blue Moon postpone 5 year  ?,0
Would you go Denver go buy Jack Daniels  nine  week advance.  ?,1
Shall we suspend 6 day go get Cappy   ?,0
You free    five day later go Irving  ?,0
What time should we meet 8 day advance.    ?,1
Would you go Amarillo on Thursday Heinz  ?,2
don't  I'll be out of town. 3 month earlier.   .,1
What location  go Bridgeport on Thursday  ?,2
Where should  go Fayetteville move to  eleven  week  ?,0
You free     three  week ahead.  ?,1
When should we meet   7 year prior.  ?,1
Good late for 10  week go buy Bel Group go Jersey City .,0
What time should we meet go Lincoln go get Lee move to 2 year  ?,0
go where  two month earlier.  go New York  ?,1
Of course go Nashville  late for 10 day .,0
Sorry.  I can't.   today go get Salmon .,2
Want to go get Kits  on Thursday  ?,2
Where we  Juicy Juice tomorrow  ?,2
Want to LEonidas go Lyon  twelve day before.  ?,1
Shall we on Monday  go buy Sweets  ?,2
Want to 3 year advance. go Innsbruck   ?,1
Want to go Phoenix  seven  week after   ?,0
Where we meet   on Thursday  ?,2
Where do you want  go Wien 1  week prior.  ?,1
can't I dont have time suspend  two year   .,0
nope  I have plans already.    hold up for  six day .,0
Are you free at  7  week later   ?,0
Where should   three year prior.   ?,1
Where we meet the day after tomorrow go Lyon   ?,2
Want to go get Kits on Thursday go Bridgeport  ?,2
When should we meet   to advance  eihgt day  ?,1
Sure!   on Monday  .,2
What day should we meet   ten month later go Phoenix  ?,0
Are you busy  go Albuquerque go buy Healthtex to advance  four month  ?,1
Sure!   on Sunday go Washington .,2
k  go Sacramento hold up for 4  week .,0
No.  I'm busy...  on Wednesday Cross Colours go Miami .,2
what day   nine month later   ?,0
Want to to advance 2 month go buy Bel Group   ?,1
Where do you want   5 day prior.  ?,1
You free go Saint Paul  three  week advance.   ?,1
Would you go get Bacardi one year before. go Rome  ?,1
Nice go Fort Lauderdale to advance  four day Moutai .,1
Do you want   suspend  ten  week  ?,0
of course not  I have plans already.   defer  eihgt year go Irving .,0
not  I have an appointment.    4 day prior. .,1
Why not  three year early go Escondido go buy Brahma  ?,1
no way I can't.  defer 9 month  go Miami .,0
Sure!  go get Cappy 7  week advance. go Washington .,1
What place on Saturday Personal hygiene   ?,2
What location today go Indianapolis   ?,2
no I'm busy.   delay for   seven month  .,0
go where  go Santa Ana 1 month earlier.  ?,1
What place   postpone  four  week  ?,0
No.  I'm busy...  tomorrow go Huntsville  .,2
Are you free at go Charlotte   six year early  ?,1
"No..., I I'm busy.    to advance  two day .",1
go where  on Friday   ?,2
What place see Avengers Infinity War  on Sunday  ?,2
Where we   twelve year before. Mohito  ?,1
When should we meet  today go Scottsdale  ?,2
Sounds good.   three day in advance.  go Orlando .,1
No.  I'll be out of town.   eihgt  week earlier. go Huntsville .,1
don't I'm busy.    seven  week early Granini .,1
True dat  on Sunday go Columbus .,2
When  go Long Beach  nine day in advance.   ?,1
Why not Mohito   seven  week after  ?,0
Sorry.   I have plans already.  Baskin robbins suspend  five month  .,0
Good on Saturday   .,2
Want to suspend  nine day go buy Avirex   ?,0
Would you  go Valetta hold up for  three  week  ?,0
what time  late for 10 day   ?,0
When should we meet go Houston  eleven month earlier. go buy Starbucks  ?,1
You free go Houston  eleven month earlier. go buy Starbucks  ?,1
Do you want  eleven year before. go Prague   ?,1
Where should go Springfield go buy DKNY hold up for 4 month  ?,0
Would you   ten year ahead. go Sacramento  ?,1
agree see Blood Diamond the day after tomorrow  .,2
Let us  go Albuquerque tomorrow  ?,2
okay  go Escondido on Tuesday .,2
don't  I'll be out of town. Converse  ten year prior.  .,1
Where should  three year later see Seven go Worcester  ?,0
Let us go get House-cleaning products on Monday   ?,2
Where do you want go Salem see Black Panther 3 month earlier.  ?,1
You free  nine year in advance.    ?,1
go where Domino on Saturday   ?,2
Sure!  on Sunday go get Cappy go Washington .,2
Sure.   delay for  9 year Johnnie Walker .,0
agree go Oakland the day after tomorrow see Blood Diamond .,2
Would you Baby food go Philadelphia on Wednesday  ?,2
When should we meet  the day after tomorrow go Kansas City  ?,2
Where we meet  suspend  five  week   ?,0
reject  I have plans already.  see Seven go Irving suspend 10  week .,0
OK   delay for   eihgt year .,0
alright Medicines   nine  week prior. .,1
Let us  go get Merc Clothing on Sunday  ?,2
  I'll be out of town. today go Glendale  .,2
Why not go Laredo on Wednesday   ?,2
No. I'm busy.  to advance  two day   .,1
no way  I'll be out of town. go Sacramento Heinz tomorrow .,2
What time should we meet  go buy Evian on Monday  ?,2
When  M&M Food Market go Baltimore 9  week in advance.  ?,1
Are you free  go Amarillo  4 day earlier.  ?,1
Good  nine  week in advance. go Laredo go buy Mohito .,1
Where we  3 month later go Albuquerque  ?,0
don't I can't.  go get Knorr go New Orleans  three day ahead. .,1
Sorry.  I'm busy...     four year after .,0
No.  I dont have time go Hollywood late for  twelve month go get Diet foods .,0
When should we meet  9 month early   ?,1
When should we meet on Monday  go get Six Deuce  ?,2
Where do you want on Sunday  go Houston  ?,2
Great.  go get Kits go Bridgeport  eihgt day prior. .,1
What place on Tuesday go San Antonio   ?,2
What location go Washington on Monday   ?,2
Sorry I'm busy.  7 year later go Colorado Springs Magnum .,0
Where  six year prior.    ?,1
How about  go get Andy Capp's fries   two  week in advance.  ?,1
  I'll be out of town.  go get Frozen foods on Thursday .,2
Let us  on Monday Cosmetics  ?,2
What place late for  four year  Guaranito  ?,0
When should we meet go Fullerton defer 5 day   ?,0
Where do you want go buy Cosmetics  three  week ahead. go Oklahoma City  ?,1
Shall we delay for  3 month go buy Evolution Fresh   ?,0
Are you free  on Monday go buy Angels Jeanswear go Berna  ?,2
What day should we meet Baby food  2 month ahead.  ?,1
Yep  go Fremont on Sunday .,2
Where we  on Wednesday go St. Louis  ?,2
When should we meet  defer one year   ?,0
When should we meet go Murfreesboro go get Bel Group tomorrow  ?,2
What day should we meet  go Rome delay for   eihgt year  ?,0
Are you busy  go buy Eggs  1  week advance.  ?,1
Are you free at House-cleaning products late for 3  week go Berlin  ?,0
agree  six month early go Irving Baby-care .,1
Let us Domino  suspend 5  week  ?,0
Where do you want on Sunday    ?,2
Where  postpone 8 year go buy Mohito  ?,0
Why not   eleven day in advance. go buy Evolution Fresh  ?,1
Want to go Oakland Bel Group  four year after  ?,0
can't wait on Sunday see Ice Age 1 go Prague .,2
Nah   I'll be out of town.    four  week later .,0
can't wait  today go buy Eggs .,2
Let's  Granini go Innsbruck  seven  week early  ?,1
What day should we meet  the day after tomorrow   ?,2
What place  Medicines delay for   ten day  ?,0
exactly  today go buy Ground turkey .,2
go where Bud Light   nine day early  ?,1
Where go get McDonald's go Omaha tomorrow  ?,2
what time defer 10 year    ?,0
Why not 6 day after go get Fish   ?,0
Would you   seven year early go Hollywood  ?,1
Are you free    two month advance.   ?,1
What time should we meet  twelve  week earlier.  go Escondido  ?,1
What day should we meet  ten day ahead. go Phoenix   ?,1
Would you go get Kits go Stockton the day after tomorrow  ?,2
Do you want 9 month early go buy Sun-Pat go San Jose  ?,1
Shall we go get Candies  hold up for  ten  week  ?,0
What time should we meet  go get Medicines late for 7  week  ?,0
Let's  go buy Brahma go Glendale one day earlier.  ?,1
exactly  go buy Ground turkey 1 year later .,0
yeah go Ontario SABA move to 8 month .,0
 I'm busy...  go get Candies 5 day advance.  .,1
What location  go Rome delay for   eihgt year  ?,0
no I'm busy...   on Monday see Allied .,2
"No..., I I can't.    the day after tomorrow .",2
Sure.  go buy Keystone Light go Innsbruck 9 month before. .,1
Where do you want   ten year ahead.   ?,1
What day should we meet   ten year ahead.   ?,1
Shall we  on Wednesday   ?,2
When  go Charlotte Kits the day after tomorrow  ?,2
Do you want go Scottsdale  to advance  seven month  ?,1
You free  go Ontario  5 month early  ?,1
Where we meet  go buy Ex-Boyfriend today  ?,2
go where  delay for   five month   ?,0
Are you free  3 year advance. go Innsbruck   ?,1
Want to  two day prior. see Seven   ?,1
Let us hold up for  six day go buy Pizza Hut   ?,0
Of course go San Antonio go get Medicines  nine year earlier. .,1
When should we meet  six year prior.    ?,1
What time should we meet  seven  week after    ?,0
Why not  defer  eihgt year go Irving  ?,0
Are you busy  go get Knorr to advance  seven  week   ?,1
what time go buy Keystone Light  on Monday  ?,2
What time should we meet go Columbus 8 month earlier. go buy Forever Lazy  ?,1
k 2 year ahead. go El Paso  .,1
what time go Henderson tomorrow   ?,2
Shall we  go Lincoln on Thursday  ?,2
of course not I'm busy.  go Garland  defer  three month .,0
What place Medicines the day after tomorrow   ?,2
Let us    twelve  week early  ?,1
You free    late for 10  week  ?,0
"No..., I I can't.  go San Diego  six day early DKNY .",1
That's right Baskin robbins on Thursday  .,2
Where should   5 month earlier.  ?,1
no  I have an appointment.  defer  nine month go buy Pepsi  .,0
k go buy Pepsi   eihgt year early .,1
not I'm busy.  suspend  nine day go buy Avirex  .,0
You free   on Saturday  ?,2
Would you hold up for  six year go Arlington go get Hygiene products  ?,0
When should we meet 5 month earlier. go Springfield   ?,1
You free  on Wednesday  go buy Snack foods  ?,2
No.  I'm busy...  10 month ahead.   .,1
No.  I dont have time  on Wednesday go buy Snack foods .,2
Yup on Tuesday go get Dry Goods  .,2
Where we meet  2  week before. go get Cappy  ?,1
What day should we meet on Thursday go Oakland   ?,2
Want to 9  week in advance.    ?,1
Yep go Saint Paul suspend 6 day go get Cappy .,0
Let's  on Wednesday  go buy Snack foods  ?,2
Why not  six year prior.    ?,1
of course not I'm busy.  Applebee's  four year early  .,1
OK!   six year early go Charlotte Mohito .,1
no I can't.  on Monday go buy C&A go Escondido .,2
When should we meet go Santa Ana today go buy Baby-care  ?,2
Where should on Sunday  go get Candies  ?,2
no  I have an appointment.  go Amarillo 10  week before.  .,1
Would you    four day earlier.  ?,1
Where go Fremont 2 month in advance.   ?,1
what time on Friday go get Knorr   ?,2
Nah  I dont have time go Fullerton  five month advance.  .,1
What time should we meet hold up for  four month go get Baby Gap go Boston  ?,0
what day   on Wednesday  ?,2
What location  go Indianapolis suspend  nine day  ?,0
Would you   nine  week advance. go Denver  ?,1
What time should we meet  to advance  three year go get Baby Gap  ?,1
What time should we meet go Zurich Cheese hold up for  five month  ?,0
You free  nine day ahead.    ?,1
alright  go Valetta delay for   ten day .,0
Yes go Omaha delay for   eihgt month  .,0
Where do you want Flowers   ten month prior.  ?,1
go where go buy Tanqueray suspend one year   ?,0
nope I'm busy...   six month before. go get Budweiser go Saint Paul .,1
Want to go New Orleans  to advance  two day  ?,1
Yes delay for   eihgt month go get McDonald's go Omaha .,0
alright Medicines the day after tomorrow  .,2
reject I can't.    1 year later .,0
Sorry.  I'm busy.    8 month earlier. .,1
When should we meet   twelve  week advance. go Detroit  ?,1
agree on Tuesday  go Oakland .,2
what day delay for  1 month    ?,0
Shall we   defer 5 day  ?,0
No.   I have an appointment.   7  week advance. go get Cappy .,1
How about  go New York 4 day after   ?,0
What time should we meet late for 10  week go buy Bel Group go Jersey City  ?,0
Where  eleven year earlier. go Innsbruck   ?,1
Where should  hold up for  eleven month   ?,0
No.   I have an appointment.  7  week advance.   .,1
What place go Baltimore hold up for  four day see Avengers Infinity War  ?,0
Sorry I'm busy.   Magnum the day after tomorrow .,2
What place  six year ahead. go get JNCO go Lancaster  ?,1
Yep   six month before.  .,1
don't  I have an appointment.  4 day before.  go get Bread .,1
not  I have plans already.  7  week later go buy Strongbow  .,0
Would you   postpone  two month  ?,0
Are you free  go Oakland see Mr. Bean's Holiday late for  eihgt year  ?,0
Let's  8 month before. go New York Guaranito  ?,1
Of course Mohito go Phoenix on Friday .,2
Where we go Albuquerque go buy Healthtex tomorrow  ?,2
not  I have an appointment.  go buy Domino on Sunday go Washington .,2
No.   I have an appointment.   to advance  three year go Boston .,1
When    nine year in advance. go Denver  ?,1
You free  to advance  three year go buy Pizza Hut go Madrid  ?,1
Shall we go Stockton  five  week advance. go buy Tommy Hilfinger  ?,1
"No..., I  I have plans already.  tomorrow  go Escondido .",2
OK hold up for  four month go get Baby Gap go Boston .,0
When should we meet Bel Group postpone  nine month   ?,0
Of course suspend 7 month go buy Baby-care  .,0
what day Brooks Brothers go Prague 1 year earlier.  ?,1
 I dont have time  go buy Candies to advance  six day .,1
What day should we meet on Sunday go get Bacardi   ?,2
OK  Kits 7 day before. .,1
of course not I'm busy...     nine  week in advance. .,1
That's right 7 month after   .,0
Where do you want go Toledo   eihgt  week ahead.  ?,1
nope  I'll be out of town. go buy Jack Daniels postpone one  week go Denver .,0
Are you busy  1  week advance. go Indianapolis   ?,1
You free   the day after tomorrow go San Diego  ?,2
what time  Eggs on Saturday  ?,2
No.   I'll be out of town. today  go buy Dry Goods .,2
Sorry.  I'm busy...   go Oakland on Monday .,2
Where we go St. Louis on Wednesday see Pretty Woman  ?,2
Sure!  go Miami  on Wednesday .,2
What place 10 day later  Olymel  ?,0
Do you want see Seven 4 year early go Cincinnati  ?,1
what day on Monday    ?,2
Where do you want 9  week in advance.    ?,1
Why not 2 year earlier. go buy Avirex go Indianapolis  ?,1
Let's   to advance 2 day go Pittsburgh  ?,1
go where  four  week prior. go Murfreesboro   ?,1
Why not  go San Jose on Wednesday  ?,2
no way  I have plans already.   delay for   five month  .,0
Nice the day after tomorrow Moutai  .,2
Good on Thursday   .,2
Where we   on Friday  ?,2
When   on Wednesday go St. Louis  ?,2
what day  on Thursday see Seven  ?,2
Where we meet late for 3  week go Berlin   ?,0
yeah suspend  ten year  go Indianapolis .,0
Where we move to  four month  go London  ?,0
Yep   tomorrow .,2
Are you free   on Tuesday   ?,2
What time should we meet on Thursday  go Omaha  ?,2
no I'm busy.  to advance  four day  go Fort Lauderdale .,1
Shall we defer  twelve  week    ?,0
When  tomorrow    ?,2
don't  I'll be out of town. go Oakland   ten year prior. .,1
No.  I'm busy.    two month advance.  .,1
Would you go get Bel Group  5 year advance.  ?,1
Of course late for 1 month go Berna  .,0
